"avgAnnCount","avgDeathsPerYear","TARGET_deathRate","incidenceRate","medIncome","popEst2015","studyPerCap","binnedInc","MedianAge","MedianAgeMale","MedianAgeFemale","AvgHouseholdSize","PctMarriedHouseholds","BirthRate","Data","PctEmpPrivCoverage.greater.than.mean","povertyNum","marriedNum","PctNoHS18_24Num","PctHS18_24Num","PctSomeCol18_24Num","PctBachDeg18_24Num","PctHS25_OverNum","PctBachDeg25_OverNum","PctEmployed16_OverNum","PctUnemployed16_OverNum","PctPrivateCoverageNum","PctPrivateCoverageAloneNum","PctPublicCoverageNum","PctPublicCoverageAloneNum","PctWhiteNum","PctBlackNum","PctAsianNum","PctOtherRaceNum"
127,60,201.8,432.2,37256,23320,0,"(34218.1, 37413.8]",39.3,37.3,42.3,2.77,51.02671945,4.700402287,"Training",FALSE,457073,1140348,641300,1016752,645965,27984,832525,230868,1172996,191224,1184656,1129942,928136,529364,1832869,410740,13523,40170
1962.667684,10,148.2,453.5494221,59773,5806,0,"(54545.6, 61494.5]",34.9,34.3,37,2.84,71.40009965,4.250386399,"Training",TRUE,56319,394808,224693,168374,101605,85929,206694,73737,373907,17418,404679,281323,146312,68511,492686,3219,1610,70916
38,18,151.2,339,34548,8299,0,"(34218.1, 37413.8]",42.8,41.8,44,2.49,44.50499546,4.786324786,"Training",FALSE,200836,388394,124485,163491,463085,78011,277187,68882,364327,117846,419930,304574,388394,239012,562373,257891,1292,696
49,18,130.4,430.4,48879,7301,0,"(48021.6, 51046.4]",45.6,44,46.8,2.23,55.33650578,7.142857143,"Training",FALSE,96374,418348,192747,210269,291310,35775,240203,138719,474565,21903,551226,408126,254805,116816,703224,1415,405,2627
81,39,239.3,492.5,30217,13682,0,"[22640, 34218.1]",40.8,40.5,41,2.54,53.7874558,3.777923784,"Training",FALSE,470661,753879,332473,551385,461084,23260,577381,73883,577381,114929,671787,504866,651264,422774,1343892,3572,993,6549
16,10,138.2,221.5,55955,5937,0,"(54545.6, 61494.5]",38.8,36.8,41.4,2.61,61.73052088,5.678233438,"Training",TRUE,54621,372250,73619,172767,315849,31467,207795,84306,405498,15437,451806,360970,166236,73619,577005,3320,1563,2051
346,141,178.6,446.7,37367,68215,0,"(34218.1, 37413.8]",36.6,35.6,37.9,2.71,48.71544318,8.134642356,"Training",FALSE,1664446,3274320,1248335,2060093,3158355,354718,1923663,709436,3424393,504791,3560823,2701314,2974174,1882734,4711188,1969339,37867,30273
35,14,185.8,455.3,38600,5880,0,"(37413.8, 40362.7]",45,45.4,44,2.4,51.76954733,5.968928863,"Training",TRUE,119364,306936,124069,185808,264600,13524,279888,45864,281652,49392,362208,274596,243432,138180,572800,4933,0,705
819,344,186.8,455,51237,161448,12.3878896,"(51046.4, 54545.6]",38.9,37.7,40.2,2.47,47.85966011,6.125337107,"Training",TRUE,2405576,8104690,2050390,6796961,6361052,936399,5941287,2163404,9703025,1372308,11252926,8782772,5715260,3067512,14548974,563718,185830,191456
71,37,220.6,434.6,37336,13300,0,"(34218.1, 37413.8]",38.6,38.2,39.3,2.65,47.25688255,5.693717277,"Training",FALSE,250040,638400,299250,288610,670321,71820,445550,126350,720860,113050,686280,644436,563920,355110,899946,289941,295,121177
207,79,174.4,457.3,43043,37325,0,"(42724.4, 45201]",42.1,40.3,43.6,2.65,52.90479346,3.572800615,"Training",FALSE,612130,1911040,481493,1250388,1918505,82115,1470605,347123,1993155,335925,2385068,1791600,1463140,780093,3335926,208734,37870,81967
1258,473,168.8,455.8,50154,286956,477.4251105,"(48021.6, 51046.4]",34.3,32.8,35.8,2.55,40.78656398,5.771170399,"Training",FALSE,5136513,11793892,4017384,8120855,14261714,2295648,7317378,5825207,16012145,2783474,18307793,14692148,8206942,4706079,15403298,11316931,744078,410466
397,149,161.9,438.8,38869,78524,0,"(37413.8, 40362.7]",37.5,35.1,39.8,2.56,41.78310495,5.340297394,"Training",FALSE,1703971,3360828,1405580,2740488,3219484,486849,2426392,950141,4098953,753831,4585802,3557138,2976060,1821757,4276958,3333769,66395,55870
1089,386,176.4,492,61598,235637,411.6501229,"(61494.5, 125635]",36.6,35.6,37.9,2.6,51.22952689,4.934777258,"Training",TRUE,2144297,12253124,3133973,8977770,8836388,2615571,6809910,4948377,15552042,1437386,18426814,11417502,5372524,2427062,20444050,1272697,505212,340218
191,81,189.8,460,37707,30168,0,"(37413.8, 40362.7]",44.1,42.9,44.7,2.34,54.04278748,4.196551198,"Training",FALSE,609394,1737677,880906,883923,1155435,96538,1040796,223244,1411863,298664,1957904,1378678,1212754,594310,2824298,116157,8539,2085
412,147,165.7,460.5,49676,81035,567.6559511,"(48021.6, 51046.4]",42,41.1,42.7,2.62,58.69781973,4.703203954,"Training",TRUE,1296560,4675720,1272250,2917260,3565540,348451,2463464,1158801,4416408,826557,5251068,4157096,2714673,1507251,7233763,438383,37983,191850
224,99,187.3,438.8,34614,42564,0,"(34218.1, 37413.8]",39.9,38.7,41.4,2.59,54.03626428,7.666385847,"Training",FALSE,927896,2349533,719332,1668509,1672766,195795,1796201,332000,2157995,459692,2502764,1881329,1579125,881075,4047038,80943,19757,39615
216,75,150.4,433,68166,58792,102.0547013,"(61494.5, 125635]",35,34.2,35.7,3.33,59.57669496,6.536926148,"Training",TRUE,828968,2998392,617316,2239976,2722070,299840,1434525,787813,3533400,717263,3792084,3180648,1834311,1205236,4969797,45864,156590,407970
450,209,200.3,453.1,39956,63121,269.3239968,"(37413.8, 40362.7]",48.1,47.1,49.2,2.38,46.89431397,5.226215645,"Training",FALSE,1249796,3143426,1338166,2449095,2152427,372414,2057745,719580,2821509,738516,3623146,2303917,3023496,1508592,5582602,74308,81950,132125
22,7,110.7,389.1,32570,5562,0,"[22640, 34218.1]",35.5,38.6,30.1,3.78,47.21984602,10.31111111,"Training",FALSE,225261,171866,96223,175760,252515,31704,217475,43384,181878,150174,248622,187996,294230,206907,467425,29258,2105,32565
311,140,206.3,463.7,47824,58469,119.7215619,"(45201, 48021.6]",38.8,37.5,39.8,2.58,52.89208505,4.663965135,"Training",TRUE,783485,3104704,1099218,2531708,1923631,292345,2812359,502834,3186561,420977,4028515,3098857,2063956,1122605,5540156,65972,14881,109226
1962.667684,19,169.9,453.5494221,51597,6678,0,"(51046.4, 54545.6]",45.4,44.4,47.1,2.4,54.91202346,6.289308176,"Training",FALSE,89486,375304,96164,212361,312531,46746,257103,82808,386657,34058,469464,333900,270459,125547,622495,3393,2695,6287
219,89,179.7,449.1,40801,37585,0,"(40362.7, 42724.4]",42.9,41.5,44.1,2.45,49.89264103,6.549178376,"Training",FALSE,646462,1995764,522432,1665016,1435747,131548,1289166,315714,1931869,311956,2266376,1616155,1480849,819353,3435023,127095,2079,118385
465,195,189.9,469.6,45431,89100,763.1874299,"(45201, 48021.6]",36.8,35.6,38.3,2.58,44.6376899,6.216255654,"Training",TRUE,1585980,4000590,1630530,3341250,3403621,534600,3278880,1158300,5283630,668250,5809320,4517370,2984850,1594890,7912959,465592,77301,92223
154,59,173.6,470.1,47542,26957,593.5378566,"(45201, 48021.6]",41.4,40.4,42.3,0.0254,56.38106082,5.441478439,"Training",TRUE,385486,1509592,498705,946191,1008192,242613,1221153,234526,1498810,223744,1841164,1407156,973148,522966,2609534,24747,12026,17393
1962.667684,82,149,453.5494221,75122,54293,0,"(61494.5, 125635]",40.2,38.7,41.4,2.63,60.30391761,5.001246158,"Training",TRUE,336617,3105560,1036997,2052276,2035988,304041,1878538,846971,3512758,298612,4348870,3539904,1465911,662375,5182817,63134,41048,24306
129,63,203.2,428.8,34794,25459,0,"(34218.1, 37413.8]",39.2,37.1,41.5,2.5,51.18215461,4.867486575,"Training",FALSE,567736,1300955,519364,840147,1089646,96745,863061,175668,1209303,259682,1308593,1233585,1153293,689939,2137533,361422,5317,16752
48,18,142.7,443.6,49625,7008,0,"(48021.6, 51046.4]",47.3,46.2,47.8,2.18,49.32749453,6.177606178,"Training",FALSE,90404,395252,54663,284525,285927,75687,272612,99514,424685,34340,516490,339565,261399,110727,676316,9539,885,4032
72,41,167.6,344.3,35961,11348,0,"(34218.1, 37413.8]",53.3,52.6,54.3,2.07,44.82566766,4.683342203,"Training",FALSE,196321,581018,242848,403989,410798,77167,510660,154333,497043,102132,727407,445977,558322,223556,1095846,5720,4142,3156
1299,446,174.2,508.7,71885,226249,26.51945423,"(61494.5, 125635]",41.8,40.9,42.9,2.44,52.77076545,4.520913789,"Training",TRUE,1628993,12217446,2692364,5882474,10995702,3054362,5859850,5203727,14208438,1357494,18688168,14932434,6131348,2533989,21231255,364589,536874,88974
81,36,171.7,408.4,30010,12456,0,"[22640, 34218.1]",48.5,47.4,50,2.4,52.9949436,4.961659901,"Training",FALSE,303927,690063,163174,525644,489521,67263,440943,118332,528135,87192,604116,368698,672624,347523,1204784,498,2987,2788
30,11,174.2,475.5,45207,5087,0,"(45201, 48021.6]",41.7,40.9,44.6,2.24,53.29614604,6.557377049,"Training",FALSE,87497,267577,226881,116493,153628,11701,186185,52905,272155,15770,291486,196867,178045,85462,461979,791,11261,1976
61,25,167.3,421.4,50993,10360,0,"(48021.6, 51046.4]",45.7,43.8,46.7,2.51,57.76652195,4.377431907,"Training",FALSE,139860,618492,216524,343953,420616,54908,409220,113960,559440,70448,676508,467236,363636,168868,982317,7415,4054,12457
241,92,181.3,509.2,44719,35089,0,"(42724.4, 45201]",42.9,41.1,44.8,2.4,48.25839578,6.389732266,"Training",TRUE,621076,1747433,540371,1396543,1357945,214043,1463212,396506,2007091,305275,2389561,1768486,1361454,677218,3277150,105955,17858,20239
53,19,158,475.3,58995,8014,0,"(54545.6, 61494.5]",41.4,39.9,43.1,2.35,51.40329469,4.19412822,"Training",TRUE,71325,437565,52091,157075,551364,40872,201953,156273,504882,21638,665964,520109,225995,83346,772329,4664,2084,2183
403,137,141.6,438.9,66734,92991,1161.402716,"(61494.5, 125635]",36.8,35.4,38.2,2.3,50.32513963,6.137971127,"Training",TRUE,762527,5012215,734629,3087302,4528662,948509,2278280,2185289,6546567,213880,7764749,6239697,2129494,771826,8584142,84957,63243,28881
32,11,171.3,533.1,51929,3796,0,"(51046.4, 54545.6]",46.8,45.5,47.8,2.18,59.13853318,8.874172185,"Training",TRUE,46312,244463,88447,128305,162849,0,148424,42136,239148,12148,285460,204225,145387,57320,369457,2634,1073,0
123,55,208.5,483.8,40701,16376,0,"(40362.7, 42724.4]",49.3,49.1,49.6,2.19,51.33849708,4.272316777,"Training",FALSE,278392,933432,481455,597724,492918,65504,564972,239090,892492,160485,948171,793479,792599,448703,1280931,11326,7054,9638
38,16,150.9,398.5,42006,6385,0,"(40362.7, 42724.4]",44.5,43.4,45,2.41,51.81047766,7.016060862,"Training",FALSE,106630,354368,261147,168564,168564,40864,277748,63212,355006,27456,415664,273917,267532,115569,623598,3001,401,0
161,66,167.7,422.1,45743,23154,0,"(45201, 48021.6]",49.5,48.6,50.2,2.38,58.22066261,3.888098625,"Training",FALSE,301002,1391556,588112,639051,956261,131978,780290,365834,1141493,224594,1495749,963207,1058138,504758,2224544,7464,6369,16420
83,34,151.9,374.9,35491,17142,0,"(34218.1, 37413.8]",39.8,39.6,39.9,2.86,45.84717608,3.950011158,"Training",FALSE,406266,719964,560544,550259,586257,17142,646254,150850,733678,123423,951381,673681,666824,334269,1210377,424661,4136,40271
29,11,162.6,459.6,57148,3999,0,"(54545.6, 61494.5]",46.1,46.6,46,2.3,59.58385876,4.337050805,"Training",TRUE,41990,235142,101575,145564,141165,11198,135567,62385,257936,7199,324719,261135,106374,43590,388753,498,1593,2091
415,164,194.8,516.6,56645,64180,62.32471175,"(54545.6, 61494.5]",41.8,40.2,42.8,2.61,49.59953998,5.98109071,"Training",TRUE,840758,3125566,1001208,2342570,2490184,584038,2477348,917774,3581244,680308,4434838,3484974,2259136,1200166,5150564,900117,62880,148624
13,6,200.7,441.6,43618,1579,0,"(42724.4, 45201]",49.6,50.1,49.4,2.17,50.64194009,7.986111111,"Training",FALSE,22422,88898,24791,85582,38054,9474,49423,27159,84951,4106,89056,76509,63950,31738,153301,307,818,0
102,50,174.7,349.7,49348,21026,47.56016361,"(48021.6, 51046.4]",45,44,45.8,2.62,54.44486837,3.729487817,"Training",FALSE,306980,1139610,504624,769552,628678,199747,609754,336416,965094,147182,1339357,914631,885195,443649,1911730,15553,9796,57766
146,58,183.7,461.8,34338,27222,0,"(34218.1, 37413.8]",37.7,35.5,41.1,2.77,48.13390165,5.577235772,"Training",FALSE,705050,1257657,617940,974548,1050770,78944,1058936,234110,1268546,296720,1344767,941882,1205935,751328,1709857,971810,497,6955
19,8,130.6,348.6,51201,3348,0,"(51046.4, 54545.6]",48.8,47.6,51.1,2.19,53.31125828,3.64298725,"Training",FALSE,33480,197198,70308,101780,146308,16406,112493,56916,214942,5692,265497,196863,107136,33146,330832,0,992,0
378,157,156.1,400.2,55798,78593,0,"(54545.6, 61494.5]",41.5,40.6,42.3,2.57,58.19746835,4.834403227,"Training",TRUE,919539,4479801,1021709,3324484,2955097,558011,2790052,1131740,4817751,424403,5729430,4613410,2137730,1021709,7407758,143375,56885,110032
15,7,165.6,360.8,49614,3710,0,"(48021.6, 51046.4]",40.5,35.9,43.3,2.53,64.06140963,5.249679898,"Training",TRUE,50827,237440,98315,172144,87185,13356,100912,33019,231133,6678,234101,202195,82362,56763,209923,1003,0,155562
179,63,157.5,485.3,48658,31587,63.31718745,"(48021.6, 51046.4]",37.8,35.5,39.6,2.35,49.86582478,5.432887856,"Training",TRUE,394838,1639366,243220,653851,2116329,145301,1010784,470647,2005775,173729,2387978,1914173,868643,382203,2998465,30440,39080,33253
158,61,152,411.3,55354,29228,1402.764472,"(54545.6, 61494.5]",43.6,42.3,44.6,2.38,54.58467264,5.701401192,"Training",TRUE,315663,1645537,362428,850535,1554930,154909,832998,511490,1885206,111067,2086880,1604618,891454,382887,2770232,23798,17546,37613
74,34,214.9,460.3,29430,13632,0,"[22640, 34218.1]",40.5,40.1,42.7,2.62,37.7028181,6.381381381,"Training",FALSE,464852,470304,595719,342164,400781,24538,515290,72250,522106,254919,670695,660522,556186,305357,501895,811029,21548,11259
24,10,145.4,337.1,31227,6251,0,"[22640, 34218.1]",46.1,45.5,46.9,2.39,44.03387221,7.037358818,"Training",FALSE,186905,325678,220036,178779,183780,42507,154400,111893,308800,60635,208159,153775,288172,202533,547940,2305,7015,41186
877,323,162.2,468.5,50434,153638,97.63209623,"(48021.6, 51046.4]",40.9,39.9,42,2.56,55.20744408,4.842223007,"Training",TRUE,1828293,8450090,2842303,7251714,4286501,983284,6744709,1843656,9049279,1060103,11154119,8465454,4762778,2043386,14280157,586263,158093,115114
599,250,207.1,489.9,39927,128755,62.13350938,"(37413.8, 40362.7]",412.8,33,35.6,2.68,45.4565442,3.432793045,"Training",FALSE,2896988,5716722,1892699,3257502,7042899,682402,4583678,1725317,7068650,1377679,7133027,5330457,4982819,3038618,8638321,3826041,98604,46686
273,102,171.9,475.7,57142,42967,0,"(54545.6, 61494.5]",45.1,44.4,46.3,2.44,49.85074627,3.657874742,"Training",TRUE,446857,2187021,747626,1890548,1374944,283583,1589779,704659,2603801,249209,2990504,2307328,1430802,670286,4142205,22313,37952,19026
115,58,159.2,338,48497,22354,0,"(48021.6, 51046.4]",48.3,47.1,49.2,2.39,53.65382552,6.476146578,"Training",FALSE,290602,1229470,357664,1043932,724270,111770,811451,308486,1160173,91652,1549133,1093111,782390,348723,2095763,64142,15638,17231
20,6,136.6,468.1,40639,3876,0,"(40362.7, 42724.4]",35.5,34.4,36.8,2.74,46.05451937,5.548037889,"Training",FALSE,96513,181785,124032,124032,111629,28295,141474,51939,232948,28683,213180,168219,134498,80234,223752,0,3839,0
579,258,189.9,441,50020,124108,145.0349695,"(48021.6, 51046.4]",35.4,34.1,37.3,2.61,45.37901705,6.625137665,"Training",TRUE,2258766,5820666,2047782,3909402,5659325,781881,3499846,1737512,7235497,732238,7173443,5771022,4033510,2482160,9267446,2500135,175113,174407
62,29,226.1,491.5,36699,9144,0,"(34218.1, 37413.8]",43,40.7,44.6,2.31,47.72784971,3.922594142,"Training",FALSE,174651,494691,186538,473660,241402,12802,317297,120701,500177,50292,522123,343815,386792,207569,725760,35487,2851,48758
254,110,187.2,429.3,68352,63344,0,"(61494.5, 125635]",38.8,37,40,2.61,60.77909614,6.821562655,"Training",TRUE,456077,3889322,1159196,2217040,2381735,576431,1691285,1615272,4193373,234373,5194208,4440415,1292218,563762,5982774,78512,143205,11411
146,54,188.2,507.4,44469,22251,44.94180037,"(42724.4, 45201]",42.6,42,43.4,0.0256,45.65665826,4.275724276,"Training",FALSE,407194,1007971,760985,509548,912291,42277,927867,215835,1143702,184684,1317260,1005746,838863,482847,1380773,798833,7121,15133
245,87,163.7,447.8,58792,53585,0,"(54545.6, 61494.5]",38.2,37.3,39.2,2.95,59.52341552,5.621301775,"Training",TRUE,546567,2952534,1141361,1677211,2041589,498341,1929060,675171,3215100,519775,3815252,3107930,1650418,921662,4683949,118512,69953,353446
142,59,167.5,405.3,52003,38809,0,"(51046.4, 54545.6]",31.1,29.7,32.4,0.0322,67.85561908,9.866568735,"Training",FALSE,423019,2347945,2316898,783942,686920,93142,1284578,228974,2293612,213450,1672668,1284578,923655,520041,3797645,1937,9987,3160
22,11,232.3,535.5,51192,2314,3457.21694,"(51046.4, 54545.6]",51.8,50.1,54.6,2.16,60.48309179,7.692307692,"Training",FALSE,21983,150642,56462,112692,48594,13653,87007,38181,143468,4628,189517,112123,79371,17124,224048,2882,497,299
55,25,196.7,449.5,39896,8291,0,"(37413.8, 40362.7]",45.4,44.9,46.7,2.16,50.31364349,7.01754386,"Training",FALSE,155042,468442,219712,256192,301793,51405,346564,59696,422012,51405,428645,324179,390507,237952,714041,102133,987,3158
62,26,155.3,407.3,46667,10313,0,"(45201, 48021.6]",45.5,42.9,47.5,2.25,57.8539823,8.200103146,"Training",FALSE,128913,659001,152633,280514,394988,203167,350642,153664,696128,9282,797195,610530,313516,118600,1004620,893,3968,6249
60,30,207.4,410,33202,10513,0,"[22640, 34218.1]",41.3,40.1,42.9,2.66,56.99136868,3.421727973,"Training",FALSE,249159,597139,110387,453111,475188,12616,416315,72540,524599,114592,597139,417367,468880,259672,940754,1741,30079,26887
22,11,166.3,357,34304,4423,678.2726656,"(34218.1, 37413.8]",41.8,40.6,42.4,2.47,44.58424508,5.485232068,"Training",FALSE,108364,203901,104826,214516,120306,3097,137113,41134,221150,53961,188863,121191,229554,154805,403434,1144,0,22578
57,24,160.8,408.6,39172,8965,111.5448968,"(37413.8, 40362.7]",47.8,47.6,48.2,2.32,50.97463284,8.313253012,"Training",FALSE,181093,467077,329016,334395,202609,30481,233987,118338,393564,77099,455422,277915,450940,254606,808451,4588,9762,9372
1962.667684,11,165.8,453.5494221,44101,2970,0,"(42724.4, 45201]",52.1,50.7,52.8,2.1,54.78018144,6.681034483,"Training",FALSE,40095,188595,18711,73062,130680,74547,117018,33561,173151,7425,222156,138402,123255,46926,288495,196,1760,1467
413,164,186.8,499.8,55691,51540,0,"(54545.6, 61494.5]",49.1,47,50.2,2.45,50.84003273,5.625635809,"Training",FALSE,613326,2613078,706098,2252298,1669897,525708,1628664,968952,2736774,510246,3473797,2339916,2247144,1087494,4254734,729298,77332,11205
227,81,144.9,432.9,47996,44954,578.3689994,"(45201, 48021.6]",38.6,37.4,40.6,2.38,54.37784929,4.739182301,"Training",TRUE,602384,2112838,310183,728255,3173753,283211,1852105,552935,2099352,274220,3281642,2445498,1407061,620366,3951449,316572,56195,64995
215,102,209.6,453.3,36942,40435,0,"(34218.1, 37413.8]",39.7,38.7,40.4,2.51,47.4107656,6.99356005,"Training",FALSE,768265,2029837,679308,1932793,1241355,190045,1718488,323480,2090490,323480,2223925,1645705,1775097,1091745,3717717,53052,19705,100343
43,20,160.6,349.7,26309,8551,0,"[22640, 34218.1]",43.9,41.2,47.8,2.49,33.64120782,3.166561115,"Training",FALSE,301851,258241,398477,302706,119714,34204,347171,50451,244559,124845,468595,323228,385651,209500,209804,626137,3370,11940
271,117,219.1,533.4,44289,38339,991.1578288,"(42724.4, 45201]",41.7,40.3,43.4,2.4,47.34207692,6.338625621,"Training",FALSE,713106,1970625,728441,1341865,1587235,176360,1357201,368055,2131649,368055,2288839,1606405,1763594,1000648,3565384,141101,29153,16857
149,69,206.3,460.9,50731,24293,288.1488495,"(48021.6, 51046.4]",42,41,43,2.53,56.82749921,6.172839506,"Training",TRUE,272082,1404136,517441,981438,801669,128753,1076180,250218,1440575,145758,1739379,1353121,779806,388688,2293332,8766,5878,74210
1962.667684,70,161.2,453.5494221,57878,28941,1209.356968,"(54545.6, 61494.5]",42,40.2,43.6,2.37,56.52616402,6.078625702,"Training",TRUE,254681,1704625,460162,625126,1481780,327034,842184,558562,1910106,89718,2335539,1402301,804560,315457,2743123,30275,19689,28791
1962.667684,30,143.8,453.5494221,47723,12103,247.8724283,"(45201, 48021.6]",45,43.7,46,2.4,57.88269551,6.021594684,"Training",TRUE,144026,700764,183966,252953,675348,98035,440550,177915,706816,60515,906515,683820,404241,185176,1159092,9848,2266,2069
66,34,216.2,412,36788,11761,0,"(34218.1, 37413.8]",42.1,39.1,48.7,2.24,50.50714615,4.934210526,"Training",FALSE,297554,585698,442214,238749,478673,16466,416340,118787,516308,110554,620981,401051,509252,245805,964305,171136,8901,5361
495,208,193.7,479.9,49234,75550,688.2859034,"(48021.6, 51046.4]",44,42.8,45,2.35,47.04882425,4.607982234,"Training",TRUE,1050145,3785055,921710,2946450,3271315,415525,2984225,1012370,4351680,581735,5416935,4004150,2727355,1261685,6540139,636124,38499,66977
15,7,187.5,437.3,39870,2953,0,"(37413.8, 40362.7]",34.9,34.6,35.4,2.79,52.91262136,7.357357357,"Training",FALSE,61128,153556,123141,78550,93611,0,87705,21853,155919,25101,128751,93906,104241,63785,253171,11643,99,17760
62,27,174.2,423,38607,10551,0,"(37413.8, 40362.7]",41.9,40,44.3,2.76,52.36294896,3.956148713,"Training",FALSE,190974,539157,221571,491677,272216,70692,409379,140329,548652,35874,621454,450528,397773,213131,966814,21921,6364,34851
123,53,202.5,484.2,38663,21121,0,"(37413.8, 40362.7]",39.5,37.3,41.2,2.58,52.79043982,6.336972811,"Training",TRUE,420308,1132086,361170,975791,718114,57027,1026481,139399,1220794,173193,1374978,1023393,735011,394963,2072452,12223,5665,1392
4568,1645,161.7,440.7,47069,1288126,271.7125499,"(45201, 48021.6]",34.4,33.4,35.3,2.75,43.90160228,4.907650931,"Training",TRUE,23443894,55131793,15328700,32331963,67497803,13654136,33620089,26793021,79348562,11721947,77673998,66467302,34650590,22671018,83046800,26804958,6688086,8014950
455,166,177.9,511.3,54585,64688,633.8115261,"(54545.6, 61494.5]",45.2,44,46.4,2.4,47.70792892,3.57092349,"Training",TRUE,860351,3130900,808600,2186455,3014461,459285,2154111,970320,3790717,426941,4696349,3134378,2361112,1086759,6221283,78503,59448,17666
35,15,146.4,391.7,41831,5443,0,"(40362.7, 42724.4]",44.9,44.3,45.6,2.21,47.84428631,7.714016933,"Training",FALSE,86544,291745,95253,176898,184518,87633,200847,96342,318416,31570,371757,263734,204113,93076,447327,1090,15156,16245
58,29,232.3,475,47606,10524,0,"(45201, 48021.6]",40.1,38.9,41,2.55,55.71112749,3.788224555,"Training",FALSE,183118,596711,328349,382022,342030,0,490419,68406,555668,101031,646174,487262,390441,211533,1019325,10424,2506,4611
520,197,148.3,388.7,74811,161077,80.70674274,"(61494.5, 125635]",32.1,31.1,33,2.83,51.81577454,7.101472818,"Training",TRUE,1594663,8537081,2947710,6024280,6024280,1111432,3801418,2947710,10921021,547662,10888806,9149174,3302079,1659094,13273814,1021251,259678,1112282
344,134,186,483.7,41141,69763,0,"(40362.7, 42724.4]",36.1,34.3,37.4,2.73,43.38811118,6.920828113,"Training",TRUE,1360379,3006786,1325497,2623089,2762615,265100,2497516,774370,3746274,830180,4353212,3380281,2337061,1311545,4208148,2400836,122473,97148
242,110,216.7,501.5,38057,31625,0,"(37413.8, 40362.7]",46.8,45.9,47.8,2.18,46.79255959,5.793688177,"Training",FALSE,585063,1612875,543950,1018326,1470563,129663,1211238,430100,1527488,309925,1612875,1040463,1660313,929775,2897837,17684,15326,14147
210,84,185.4,481.6,42279,32384,0,"(40362.7, 42724.4]",43.8,42,45.1,2.41,44.47794949,5.456570156,"Training",FALSE,566720,1551194,686541,939136,1405466,210496,1240308,391847,1884749,336794,1998093,1447565,1476711,874368,2165371,907597,32649,62013
632,235,183.7,498.7,43518,111007,9.008440909,"(42724.4, 45201]",37.8,35.8,39.6,2.42,46.34128688,5.011933174,"Training",TRUE,2098033,4917611,1276581,2564262,6482809,777049,4007353,1221077,5428243,1110070,7426369,5494847,4196065,2275644,10336710,246670,111492,90383
43,19,174.1,430.4,56965,6716,0,"(54545.6, 61494.5]",46,42.5,48.4,2.09,53.50906096,4.568106312,"Training",TRUE,65146,404304,103427,216927,322368,28879,210211,110143,414378,17462,535266,325416,180661,59773,631005,5973,1519,2835
63,27,159.8,416.6,50437,12022,0,"(48021.6, 51046.4]",41.2,41.5,40.6,2.59,56.44622578,6.672369547,"Training",TRUE,128636,675637,260878,449623,490498,1203,376289,174319,684052,52897,785037,593887,388311,175522,1142571,708,5761,15262
393,150,178.8,476,44888,59736,100.4419446,"(42724.4, 45201]",45.5,44.3,46.9,2.29,47.86519502,4.093296262,"Training",TRUE,806436,2950959,543598,2144523,2574622,710859,2042972,1081222,3542345,394258,3900761,2855381,2652279,1445612,5790435,37798,43719,13126
148,74,210.7,433.7,34882,26066,0,"(34218.1, 37413.8]",42.6,41.1,44.1,2.61,51.1041329,3.799063738,"Training",FALSE,612551,1381498,312792,1191217,985295,117297,1152118,203315,1113019,388384,1407564,1262997,1193823,714209,2390907,162170,999,9287
2696,1089,183.4,490.1,39860,343254,107.7918975,"(37413.8, 40362.7]",48.2,46.6,49.6,2.48,49.44098815,5.222619682,"Training",FALSE,6109922,16991073,8032144,12837700,11945240,1510318,12563097,4016072,14107740,4119048,18570042,11601986,16441867,8650001,28037780,4433010,515578,444137
455,151,170,484.5,67299,119455,0,"(61494.5, 125635]",34.8,33.8,35.8,2.84,56.52954375,6.260702788,"Training",TRUE,1636534,6498352,1720152,4324271,5459094,441984,4133143,2257700,7669011,764512,8541033,7394265,2998321,1839607,8868393,2614126,105881,52889
215,72,179.6,507.3,61989,52420,0,"(61494.5, 125635]",35.8,35.3,36.4,2.65,56.81016231,5.258156478,"Training",TRUE,571378,2914552,786300,1850426,2217366,387908,1609294,901624,3423026,361698,3952469,3354880,1300016,728638,4644130,271826,46071,139988
20,6,162,511.4,59102,3190,0,"(54545.6, 61494.5]",39,38.8,39.3,2.47,56.51105651,21.32616487,"Training",TRUE,25520,194909,24882,105589,175131,13398,119944,36685,221705,10527,251372,175131,75922,24563,308044,4175,1253,0
3540,1056,130.9,417.3,62536,1107314,345.8820172,"(61494.5, 125635]",31.8,31.3,32.3,3.03,54.8037466,6.633919132,"Training",TRUE,13177037,57691060,15613128,34880391,51711564,8526318,25246760,23032132,74079307,6422422,80944654,70314439,22367743,12180454,91177465,1857877,4061405,7949880
204,101,178.5,393.1,43338,36377,384.8585645,"(42724.4, 45201]",46.4,45.3,47.4,2.3,50.08606949,3.887024609,"Training",FALSE,538380,1964358,607496,953078,1895242,181885,1284109,494728,1877054,334669,2419071,1762603,1538748,683888,3425356,9216,9414,4757
189,71,191.7,529.8,55882,27800,0,"(54545.6, 61494.5]",43.1,41.8,44.2,2.52,51.57885074,4.585798817,"Training",TRUE,303020,1420580,436460,973000,1156480,214060,1339960,339160,1570700,211280,2037740,1531780,975780,450360,2704049,20248,12149,7606
